Epoch,AttentionModelwFeatWeights_val,AttentionModelwoFeatWeights_val,DenseModel_val,AttentionModelwFeatWeights_train,AttentionModelwoFeatWeights_train,DenseModel_train
380,0.83,0.67,0.63,0.998888889,1,1
381,0.83,0.67,0.63,0.998888889,1,1
382,0.83,0.67,0.63,0.998888889,1,1
383,0.83,0.67,0.64,0.99,1,1
384,0.84,0.67,0.64,0.997777778,1,1
385,0.84,0.67,0.63,0.998888889,1,1
386,0.82,0.67,0.64,0.997777778,1,1
387,0.84,0.67,0.64,0.998888889,1,1
388,0.83,0.67,0.64,0.997777778,1,1
389,0.82,0.67,0.64,0.986666667,1,1
390,0.81,0.67,0.64,0.973333333,1,1
391,0.84,0.67,0.64,0.992222222,1,1
392,0.83,0.67,0.64,0.997777778,1,1
393,0.83,0.67,0.64,1,1,1
394,0.84,0.67,0.64,1,1,1
395,0.84,0.67,0.64,0.998888889,1,1
396,0.84,0.66,0.64,0.998888889,1,1
397,0.83,0.67,0.64,1,1,1
398,0.82,0.67,0.63,1,1,1
399,0.82,0.67,0.64,1,1,1
400,0.82,0.67,0.64,1,1,1
401,0.82,0.67,0.63,1,1,1
402,0.83,0.67,0.64,1,1,1
403,0.83,0.67,0.64,1,1,1
404,0.8,0.66,0.64,0.997777778,1,1
405,0.83,0.66,0.64,0.995555556,1,1
406,0.83,0.67,0.64,1,1,1
407,0.82,0.67,0.64,1,1,1
408,0.83,0.67,0.64,1,1,1
409,0.83,0.67,0.64,1,1,1
410,0.83,0.67,0.64,1,1,1
411,0.83,0.67,0.64,1,1,1
412,0.83,0.67,0.64,1,1,1
413,0.83,0.67,0.64,1,1,1
414,0.82,0.67,0.64,0.997777778,1,1
415,0.84,0.67,0.64,0.997777778,1,1
416,0.84,0.67,0.64,0.998888889,1,1
417,0.83,0.67,0.64,1,1,1
418,0.83,0.67,0.64,1,1,1
419,0.83,0.67,0.64,1,1,1
420,0.85,0.67,0.63,0.998888889,1,1
421,0.83,0.67,0.63,0.998888889,1,1
422,0.82,0.67,0.62,0.992222222,1,1
423,0.83,0.67,0.62,0.993333333,1,1
424,0.82,0.66,0.63,0.997777778,1,1
425,0.81,0.66,0.63,0.992222222,1,1
426,0.83,0.67,0.63,0.984444444,1,1
427,0.82,0.67,0.63,0.997777778,1,1
428,0.81,0.67,0.63,0.998888889,1,1
429,0.83,0.67,0.63,0.998888889,1,1
430,0.83,0.67,0.64,1,1,1
431,0.83,0.67,0.64,1,1,1
432,0.83,0.67,0.64,1,1,1
433,0.83,0.67,0.64,1,1,1
434,0.83,0.67,0.64,1,1,1
435,0.83,0.67,0.64,1,1,1
436,0.83,0.67,0.64,1,1,1
437,0.83,0.67,0.64,0.998888889,1,1
438,0.82,0.67,0.64,0.998888889,1,1
439,0.83,0.67,0.64,1,1,1
440,0.83,0.67,0.64,0.997777778,1,1
441,0.83,0.67,0.64,1,1,1
442,0.83,0.67,0.64,1,1,1
443,0.83,0.67,0.64,1,1,1
444,0.83,0.67,0.64,1,1,1
445,0.83,0.67,0.64,1,1,1
446,0.83,0.67,0.64,1,1,1
447,0.83,0.66,0.64,1,1,1
448,0.81,0.66,0.64,0.997777778,1,1
449,0.82,0.66,0.64,0.995555556,1,1
450,0.8,0.66,0.64,0.995555556,1,1
451,0.83,0.66,0.64,0.997777778,1,1
452,0.83,0.66,0.64,1,1,1
453,0.82,0.66,0.64,0.997777778,1,1
454,0.82,0.66,0.63,0.991111111,1,1
455,0.84,0.66,0.63,0.988888889,1,1
456,0.84,0.66,0.64,0.994444444,1,1
457,0.84,0.66,0.64,0.997777778,1,1
458,0.83,0.66,0.64,0.998888889,1,1
459,0.83,0.66,0.64,1,1,1
460,0.83,0.66,0.64,1,1,1
461,0.83,0.67,0.64,1,1,1
462,0.83,0.66,0.64,1,1,1
463,0.83,0.66,0.64,1,1,1
464,0.83,0.66,0.64,1,1,1
465,0.83,0.66,0.64,1,1,1
466,0.83,0.66,0.64,1,1,1
467,0.83,0.66,0.64,1,1,1
468,0.83,0.66,0.64,1,1,1
469,0.83,0.66,0.64,1,1,1
470,0.83,0.66,0.64,1,1,1
471,0.83,0.66,0.64,1,1,1
472,0.84,0.66,0.64,1,1,1
473,0.84,0.66,0.64,1,1,1
474,0.84,0.66,0.64,1,1,1
475,0.84,0.66,0.64,1,1,1
476,0.84,0.66,0.64,1,1,1
477,0.84,0.67,0.62,1,1,1
478,0.84,0.66,0.64,1,1,1
479,0.84,0.66,0.64,1,1,1
480,0.84,0.66,0.64,1,1,1
481,0.83,0.66,0.64,1,1,1
482,0.83,0.66,0.64,1,1,1
483,0.83,0.66,0.64,1,1,1
484,0.83,0.67,0.64,1,1,1
485,0.83,0.67,0.64,1,1,1
486,0.83,0.66,0.64,1,1,1
487,0.83,0.66,0.64,1,1,1
488,0.83,0.66,0.64,1,1,1
489,0.83,0.66,0.64,1,1,1
490,0.83,0.66,0.64,1,1,1
491,0.83,0.66,0.64,1,1,1
492,0.83,0.66,0.64,1,1,1
493,0.83,0.66,0.64,1,1,1
494,0.83,0.66,0.64,1,1,1
495,0.83,0.66,0.64,1,1,1
496,0.83,0.66,0.64,1,1,1
497,0.83,0.66,0.64,1,1,1
498,0.83,0.66,0.64,1,1,1
499,0.83,0.66,0.64,1,1,1
500,0.83,0.66,0.64,1,1,1
501,0.83,0.66,0.64,1,1,1
502,0.83,0.66,0.64,1,1,1
503,0.83,0.66,0.64,1,1,1
504,0.83,0.66,0.64,1,1,1
505,0.83,0.66,0.64,1,1,1
506,0.83,0.66,0.64,1,1,1
507,0.83,0.66,0.64,1,1,1
508,0.83,0.66,0.64,1,1,1
509,0.83,0.66,0.64,1,1,1
510,0.83,0.66,0.64,1,1,1
511,0.83,0.66,0.64,1,1,1
512,0.83,0.66,0.64,1,1,1
513,0.83,0.66,0.64,1,1,1
514,0.83,0.66,0.64,1,1,1
515,0.82,0.66,0.64,1,1,1
516,0.82,0.66,0.64,1,1,1
517,0.82,0.66,0.64,1,1,1
518,0.82,0.66,0.64,1,1,1
519,0.82,0.66,0.64,1,1,1
520,0.82,0.66,0.64,1,1,1
521,0.82,0.66,0.64,1,1,1
522,0.82,0.66,0.64,1,1,1
523,0.82,0.66,0.64,1,1,1
524,0.82,0.66,0.64,1,1,1
525,0.82,0.66,0.64,1,1,1
526,0.82,0.66,0.64,1,1,1
527,0.82,0.66,0.64,1,1,1
528,0.82,0.66,0.64,1,1,1
529,0.82,0.66,0.64,1,1,1
530,0.82,0.66,0.64,1,1,1
531,0.82,0.66,0.64,1,1,1
532,0.82,0.66,0.64,1,1,1
533,0.82,0.66,0.64,1,1,1
534,0.82,0.66,0.64,1,1,1
535,0.82,0.66,0.64,1,1,1
536,0.82,0.66,0.64,1,1,1
537,0.82,0.66,0.64,1,1,1
538,0.82,0.66,0.64,1,1,1
539,0.82,0.66,0.64,1,1,1
540,0.82,0.66,0.64,1,1,1
541,0.82,0.66,0.64,1,1,1
542,0.82,0.66,0.64,1,1,1
543,0.82,0.66,0.64,1,1,1
544,0.82,0.66,0.64,1,1,1
545,0.82,0.66,0.64,1,1,1
546,0.82,0.66,0.64,1,1,1
547,0.82,0.66,0.64,1,1,1
548,0.82,0.67,0.64,1,1,1
549,0.82,0.67,0.64,1,1,1
550,0.82,0.66,0.64,1,1,1
551,0.82,0.66,0.64,1,1,1
552,0.82,0.66,0.64,1,1,1
553,0.82,0.66,0.64,1,1,1
554,0.82,0.66,0.64,1,1,1
555,0.82,0.66,0.64,1,1,1
556,0.82,0.66,0.64,1,1,1
557,0.82,0.67,0.64,1,1,1
558,0.82,0.67,0.64,1,1,1
559,0.82,0.67,0.64,1,1,1
560,0.82,0.67,0.64,1,1,1
561,0.82,0.66,0.64,1,1,1
562,0.82,0.66,0.64,1,1,1
563,0.82,0.66,0.64,1,1,1
564,0.82,0.66,0.64,1,1,1
565,0.82,0.66,0.64,1,1,1
566,0.82,0.66,0.64,1,1,1
567,0.82,0.66,0.64,1,1,1
568,0.82,0.66,0.64,1,1,1
569,0.82,0.66,0.64,1,1,1
570,0.82,0.66,0.64,1,1,1
571,0.82,0.66,0.64,1,1,1
572,0.82,0.66,0.64,1,1,1
573,0.82,0.66,0.64,1,1,1
574,0.82,0.67,0.64,1,1,1
575,0.82,0.67,0.64,1,1,1
576,0.82,0.67,0.64,1,1,1
577,0.82,0.67,0.64,1,1,1
578,0.82,0.67,0.64,1,1,1
579,0.82,0.66,0.64,1,1,1
580,0.82,0.66,0.64,1,1,1
581,0.82,0.66,0.64,1,1,1
582,0.82,0.66,0.64,1,1,1
583,0.82,0.66,0.64,1,1,1
584,0.82,0.66,0.64,1,1,1
585,0.82,0.66,0.64,1,1,1
586,0.82,0.66,0.64,1,1,1
587,0.82,0.66,0.64,1,1,1
588,0.82,0.66,0.64,1,1,1
589,0.82,0.66,0.64,1,1,1
590,0.82,0.66,0.64,1,1,1
591,0.82,0.66,0.64,1,1,1
592,0.82,0.66,0.64,1,1,1
593,0.82,0.66,0.64,1,1,1
594,0.82,0.66,0.64,1,1,1
595,0.82,0.66,0.64,1,1,1
596,0.82,0.66,0.64,1,1,1
597,0.82,0.66,0.64,1,1,1
598,0.82,0.66,0.64,1,1,1
599,0.82,0.66,0.64,1,1,1
600,0.82,0.66,0.64,1,1,1
601,0.82,0.66,0.64,1,1,1
602,0.82,0.66,0.64,1,1,1
603,0.82,0.66,0.64,1,1,1
604,0.82,0.66,0.64,1,1,1
605,0.82,0.67,0.64,1,1,1
606,0.82,0.67,0.64,1,1,1
607,0.82,0.66,0.64,1,1,1
608,0.82,0.66,0.64,1,1,1
609,0.82,0.66,0.64,1,1,1
610,0.82,0.66,0.64,1,1,1
611,0.82,0.66,0.64,1,1,1
612,0.82,0.66,0.64,1,1,1
613,0.82,0.66,0.64,1,1,1
614,0.82,0.66,0.64,1,1,1
615,0.82,0.66,0.64,1,1,1
616,0.82,0.66,0.64,1,1,1
617,0.82,0.66,0.64,1,1,1
618,0.82,0.66,0.64,1,1,1
619,0.82,0.66,0.64,1,1,1
620,0.82,0.66,0.64,1,1,1
621,0.82,0.66,0.64,1,1,1
622,0.82,0.66,0.64,1,1,1
623,0.82,0.66,0.64,1,1,1
624,0.82,0.66,0.64,1,1,1
625,0.82,0.66,0.64,1,1,1
626,0.82,0.66,0.64,1,1,1
627,0.82,0.66,0.64,1,1,1
628,0.82,0.66,0.64,1,1,1
629,0.82,0.66,0.64,1,1,1
630,0.82,0.66,0.64,1,1,1
631,0.82,0.66,0.64,1,1,1
632,0.82,0.66,0.64,1,1,1
633,0.82,0.67,0.64,1,1,1
634,0.82,0.67,0.64,1,1,1
635,0.82,0.67,0.64,1,1,1
636,0.82,0.66,0.64,1,1,1
637,0.82,0.67,0.64,1,1,1
638,0.82,0.66,0.64,1,1,1
639,0.82,0.66,0.64,1,1,1
640,0.82,0.66,0.64,1,1,1
641,0.82,0.66,0.64,1,1,1
642,0.82,0.66,0.64,1,1,1
643,0.82,0.66,0.64,1,1,1
644,0.82,0.66,0.64,1,1,1
645,0.82,0.66,0.64,1,1,1
646,0.82,0.66,0.64,1,1,1
647,0.82,0.66,0.64,1,1,1
648,0.82,0.66,0.64,1,1,1
649,0.82,0.66,0.64,1,1,1
650,0.82,0.66,0.64,1,1,1
651,0.82,0.66,0.64,1,1,1
652,0.82,0.66,0.64,1,1,1
653,0.82,0.66,0.64,1,1,1
654,0.82,0.66,0.64,1,1,1
655,0.82,0.66,0.64,1,1,1
656,0.82,0.66,0.64,1,1,1
657,0.82,0.66,0.64,1,1,1
658,0.82,0.66,0.64,1,1,1
659,0.82,0.66,0.64,1,1,1
660,0.82,0.66,0.64,1,1,1
661,0.82,0.66,0.64,1,1,1
662,0.82,0.66,0.64,1,1,1
663,0.82,0.66,0.64,1,1,1
664,0.82,0.66,0.64,1,1,1
665,0.82,0.66,0.64,1,1,1
666,0.82,0.66,0.64,1,1,1
667,0.82,0.66,0.64,1,1,1
668,0.82,0.66,0.64,1,1,1
669,0.82,0.66,0.64,1,1,1
670,0.82,0.66,0.64,1,1,1
671,0.82,0.66,0.64,1,1,1
672,0.82,0.66,0.64,1,1,1
673,0.82,0.66,0.64,1,1,1
674,0.82,0.66,0.64,1,1,1
675,0.82,0.66,0.64,1,1,1
676,0.82,0.66,0.64,1,1,1
677,0.82,0.66,0.64,1,1,1
678,0.82,0.66,0.64,1,1,1
679,0.82,0.66,0.64,1,1,1
680,0.82,0.67,0.64,1,1,1
681,0.82,0.67,0.64,1,1,1
682,0.82,0.67,0.64,1,1,1
683,0.82,0.67,0.64,1,1,1
684,0.82,0.67,0.64,1,1,1
685,0.82,0.67,0.64,1,1,1
686,0.82,0.67,0.64,1,1,1
687,0.82,0.67,0.64,1,1,1
688,0.82,0.67,0.64,1,1,1
689,0.82,0.67,0.64,1,1,1
690,0.82,0.66,0.64,1,1,1
691,0.82,0.66,0.64,1,1,1
692,0.82,0.66,0.64,1,1,1
693,0.82,0.66,0.64,1,1,1
694,0.82,0.66,0.64,1,1,1
695,0.82,0.66,0.64,1,1,1
696,0.82,0.66,0.64,1,1,1
697,0.82,0.66,0.64,1,1,1
698,0.82,0.66,0.64,1,1,1
699,0.82,0.66,0.64,1,1,1
700,0.82,0.66,0.64,1,1,1
701,0.82,0.67,0.64,1,1,1
702,0.82,0.66,0.64,1,1,1
703,0.82,0.67,0.64,1,1,1
704,0.82,0.67,0.64,1,1,1
705,0.82,0.67,0.64,1,1,1
706,0.82,0.67,0.64,1,1,1
707,0.82,0.67,0.64,1,1,1
708,0.82,0.66,0.64,1,1,1
709,0.82,0.66,0.64,1,1,1
710,0.82,0.66,0.64,1,1,1
711,0.82,0.66,0.64,1,1,1
712,0.82,0.66,0.64,1,1,1
713,0.82,0.66,0.64,1,1,1
714,0.82,0.66,0.64,1,1,1
715,0.82,0.66,0.64,1,1,1
716,0.82,0.67,0.64,1,1,1
717,0.82,0.66,0.64,1,1,1
718,0.82,0.66,0.64,1,1,1
719,0.82,0.66,0.64,1,1,1
720,0.82,0.66,0.64,1,1,1
721,0.82,0.66,0.64,1,1,1
722,0.82,0.66,0.64,1,1,1
723,0.82,0.66,0.64,1,1,1
724,0.82,0.66,0.64,1,1,1
725,0.82,0.66,0.64,1,1,1
726,0.82,0.66,0.64,1,1,1
727,0.82,0.66,0.64,1,1,1
728,0.82,0.66,0.64,1,1,1
729,0.82,0.66,0.64,1,1,1
730,0.82,0.66,0.64,1,1,1
731,0.82,0.66,0.64,1,1,1
732,0.82,0.66,0.64,1,1,1
733,0.82,0.66,0.64,1,1,1
734,0.82,0.66,0.64,1,1,1
735,0.82,0.66,0.64,1,1,1
736,0.82,0.66,0.64,1,1,1
737,0.82,0.66,0.64,1,1,1
738,0.82,0.66,0.64,1,1,1
739,0.82,0.66,0.64,1,1,1
740,0.82,0.66,0.64,1,1,1
741,0.82,0.66,0.64,1,1,1
742,0.82,0.66,0.64,1,1,1
743,0.82,0.66,0.64,1,1,1
744,0.82,0.67,0.64,1,1,1
745,0.82,0.66,0.64,1,1,1
746,0.82,0.66,0.64,1,1,1
747,0.82,0.66,0.64,1,1,1
748,0.82,0.66,0.64,1,1,1
749,0.82,0.66,0.64,1,1,1
750,0.82,0.66,0.64,1,1,1
751,0.82,0.66,0.64,1,1,1
752,0.82,0.66,0.64,1,1,1
753,0.82,0.66,0.64,1,1,1
754,0.82,0.66,0.64,1,1,1
755,0.82,0.66,0.64,1,1,1
756,0.82,0.66,0.64,1,1,1
757,0.82,0.66,0.64,1,1,1
758,0.82,0.67,0.64,1,1,1
759,0.82,0.66,0.64,1,1,1
760,0.82,0.66,0.64,1,1,1
761,0.82,0.66,0.64,1,1,1
762,0.82,0.66,0.64,1,1,1
763,0.82,0.66,0.64,1,1,1
764,0.82,0.66,0.64,1,1,1
765,0.82,0.66,0.64,1,1,1
766,0.82,0.66,0.64,1,1,1
767,0.82,0.66,0.64,1,1,1
768,0.82,0.66,0.64,1,1,1
769,0.82,0.66,0.64,1,1,1
770,0.82,0.66,0.64,1,1,1
771,0.82,0.66,0.64,1,1,1
772,0.82,0.67,0.64,1,1,1
773,0.82,0.66,0.64,1,1,1
774,0.82,0.66,0.64,1,1,1
775,0.82,0.66,0.64,1,1,1
776,0.82,0.66,0.64,1,1,1
777,0.82,0.66,0.64,1,1,1
778,0.82,0.66,0.64,1,1,1
779,0.82,0.66,0.64,1,1,1
780,0.82,0.66,0.64,1,1,1
781,0.82,0.66,0.64,1,1,1
782,0.82,0.66,0.64,1,1,1
783,0.82,0.66,0.64,1,1,1
784,0.82,0.66,0.64,1,1,1
785,0.82,0.66,0.64,1,1,1
786,0.82,0.66,0.64,1,1,1
787,0.82,0.66,0.64,1,1,1
788,0.82,0.66,0.64,1,1,1
789,0.82,0.66,0.64,1,1,1
790,0.82,0.66,0.64,1,1,1
791,0.82,0.66,0.64,1,1,1
792,0.82,0.66,0.64,1,1,1
793,0.82,0.66,0.64,1,1,1
794,0.82,0.66,0.64,1,1,1
795,0.82,0.66,0.64,1,1,1
796,0.82,0.66,0.64,1,1,1
797,0.82,0.66,0.64,1,1,1
798,0.82,0.66,0.64,1,1,1
799,0.82,0.66,0.64,1,1,1
800,0.82,0.66,0.64,1,1,1
801,0.82,0.66,0.64,1,1,1
802,0.82,0.66,0.64,1,1,1
803,0.82,0.66,0.64,1,1,1
804,0.82,0.67,0.64,1,1,1
805,0.82,0.67,0.64,1,1,1
806,0.82,0.67,0.64,1,1,1
807,0.82,0.66,0.64,1,1,1
808,0.82,0.67,0.64,1,1,1
809,0.82,0.67,0.64,1,1,1
810,0.82,0.66,0.64,1,1,1
811,0.82,0.66,0.64,1,1,1
812,0.82,0.66,0.64,1,1,1
813,0.82,0.66,0.64,1,1,1
814,0.82,0.66,0.64,1,1,1
815,0.82,0.66,0.64,1,1,1
816,0.82,0.66,0.64,1,1,1
817,0.82,0.66,0.64,1,1,1
818,0.82,0.66,0.64,1,1,1
819,0.82,0.66,0.64,1,1,1
820,0.82,0.66,0.64,1,1,1
821,0.82,0.67,0.64,1,1,1
822,0.82,0.67,0.64,1,1,1
823,0.82,0.67,0.64,1,1,1
824,0.82,0.67,0.64,1,1,1
825,0.82,0.67,0.64,1,1,1
826,0.82,0.66,0.64,1,1,1
827,0.82,0.67,0.64,1,1,1
828,0.82,0.67,0.64,1,1,1
829,0.82,0.67,0.64,1,1,1
830,0.82,0.67,0.64,1,1,1
831,0.82,0.67,0.64,1,1,1
832,0.82,0.67,0.64,1,1,1
833,0.82,0.67,0.64,1,1,1
834,0.82,0.67,0.64,1,1,1
835,0.82,0.67,0.64,1,1,1
836,0.82,0.67,0.64,1,1,1
837,0.82,0.67,0.64,1,1,1
838,0.82,0.67,0.64,1,1,1
839,0.82,0.67,0.64,1,1,1
840,0.82,0.67,0.64,1,1,1
841,0.82,0.67,0.64,1,1,1
842,0.82,0.66,0.64,1,1,1
843,0.82,0.66,0.64,1,1,1
844,0.82,0.66,0.64,1,1,1
845,0.82,0.66,0.64,1,1,1
846,0.82,0.66,0.64,1,1,1
847,0.82,0.66,0.64,1,1,1
848,0.82,0.66,0.64,1,1,1
849,0.82,0.66,0.64,1,1,1
850,0.82,0.66,0.64,1,1,1
851,0.82,0.66,0.64,1,1,1
852,0.82,0.66,0.64,1,1,1
853,0.82,0.66,0.64,1,1,1
854,0.82,0.66,0.64,1,1,1
855,0.82,0.66,0.64,1,1,1
856,0.82,0.66,0.64,1,1,1
857,0.82,0.67,0.64,1,1,1
858,0.82,0.67,0.64,1,1,1
859,0.82,0.67,0.64,1,1,1
860,0.82,0.66,0.64,1,1,1
861,0.82,0.66,0.64,1,1,1
862,0.82,0.66,0.64,1,1,1
863,0.82,0.66,0.64,1,1,1
864,0.82,0.66,0.64,1,1,1
865,0.82,0.66,0.64,1,1,1
866,0.82,0.66,0.64,1,1,1
867,0.82,0.66,0.64,1,1,1
868,0.82,0.66,0.64,1,1,1
869,0.82,0.67,0.64,1,1,1
870,0.82,0.67,0.64,1,1,1
871,0.82,0.67,0.64,1,1,1
872,0.82,0.67,0.64,1,1,1
873,0.82,0.67,0.64,1,1,1
874,0.82,0.67,0.64,1,1,1
875,0.82,0.67,0.64,1,1,1
876,0.82,0.67,0.64,1,1,1
877,0.82,0.66,0.64,1,1,1
878,0.82,0.66,0.64,1,1,1
879,0.82,0.66,0.64,1,1,1
880,0.82,0.66,0.64,1,1,1
881,0.82,0.66,0.64,1,1,1
882,0.82,0.66,0.64,1,1,1
883,0.82,0.67,0.64,1,1,1
884,0.82,0.67,0.64,1,1,1
885,0.82,0.67,0.64,1,1,1
886,0.82,0.67,0.64,1,1,1
887,0.82,0.67,0.64,1,1,1
888,0.82,0.67,0.64,1,1,1
889,0.82,0.67,0.64,1,1,1
890,0.82,0.67,0.64,1,1,1
891,0.82,0.67,0.64,1,1,1
892,0.82,0.67,0.64,1,1,1
893,0.82,0.67,0.64,1,1,1
894,0.82,0.67,0.64,1,1,1
895,0.82,0.68,0.64,1,1,1
896,0.82,0.68,0.64,1,1,1
897,0.82,0.68,0.64,1,1,1
898,0.82,0.67,0.64,1,1,1
899,0.82,0.67,0.64,1,1,1
900,0.82,0.67,0.64,1,1,1
901,0.82,0.67,0.64,1,1,1
902,0.82,0.67,0.64,1,1,1
903,0.82,0.67,0.64,1,1,1
904,0.82,0.67,0.64,1,1,1
905,0.82,0.67,0.64,1,1,1
906,0.82,0.67,0.64,1,1,1
907,0.82,0.67,0.64,1,1,1
908,0.82,0.67,0.64,1,1,1
909,0.82,0.67,0.64,1,1,1
910,0.82,0.67,0.64,1,1,1
911,0.82,0.67,0.64,1,1,1
912,0.82,0.67,0.64,1,1,1
913,0.82,0.66,0.64,1,1,1
914,0.82,0.66,0.64,1,1,1
915,0.82,0.66,0.64,1,1,1
916,0.82,0.66,0.64,1,1,1
917,0.82,0.66,0.64,1,1,1
918,0.82,0.66,0.64,1,1,1
919,0.82,0.67,0.64,1,1,1
920,0.82,0.67,0.64,1,1,1
921,0.82,0.67,0.64,1,1,1
922,0.82,0.67,0.64,1,1,1
923,0.82,0.67,0.64,1,1,1
924,0.82,0.67,0.64,1,1,1
925,0.82,0.67,0.64,1,1,1
926,0.82,0.67,0.64,1,1,1
927,0.82,0.67,0.64,1,1,1
928,0.82,0.67,0.64,1,1,1
929,0.82,0.67,0.64,1,1,1
930,0.82,0.66,0.64,1,1,1
931,0.82,0.67,0.64,1,1,1
932,0.82,0.67,0.64,1,1,1
933,0.82,0.67,0.64,1,1,1
934,0.82,0.67,0.64,1,1,1
935,0.82,0.67,0.64,1,1,1
936,0.82,0.67,0.64,1,1,1
937,0.82,0.66,0.64,1,1,1
938,0.82,0.66,0.64,1,1,1
939,0.82,0.66,0.64,1,1,1
940,0.82,0.67,0.64,1,1,1
941,0.82,0.67,0.64,1,1,1
942,0.82,0.67,0.64,1,1,1
943,0.82,0.67,0.64,1,1,1
944,0.82,0.67,0.64,1,1,1
945,0.82,0.67,0.64,1,1,1
946,0.82,0.67,0.64,1,1,1
947,0.82,0.67,0.64,1,1,1
948,0.82,0.67,0.64,1,1,1
949,0.82,0.67,0.64,1,1,1
950,0.82,0.67,0.64,1,1,1
951,0.82,0.67,0.64,1,1,1
952,0.82,0.67,0.64,1,1,1
953,0.82,0.67,0.64,1,1,1
954,0.82,0.67,0.64,1,1,1
955,0.82,0.67,0.64,1,1,1
956,0.82,0.67,0.64,1,1,1
957,0.82,0.67,0.64,1,1,1
958,0.82,0.67,0.64,1,1,1
959,0.82,0.67,0.64,1,1,1
960,0.82,0.67,0.64,1,1,1
961,0.82,0.67,0.64,1,1,1
962,0.82,0.67,0.64,1,1,1
963,0.82,0.67,0.64,1,1,1
964,0.82,0.67,0.64,1,1,1
965,0.82,0.67,0.64,1,1,1
966,0.82,0.67,0.64,1,1,1
967,0.82,0.67,0.64,1,1,1
968,0.82,0.67,0.64,1,1,1
969,0.82,0.67,0.64,1,1,1
970,0.82,0.68,0.64,1,1,1
971,0.82,0.68,0.64,1,1,1
972,0.82,0.67,0.64,1,1,1
973,0.82,0.67,0.64,1,1,1
974,0.82,0.66,0.64,1,1,1
975,0.82,0.67,0.64,1,1,1
976,0.82,0.67,0.64,1,1,1
977,0.82,0.67,0.64,1,1,1
978,0.82,0.68,0.64,1,1,1
979,0.82,0.67,0.64,1,1,1
980,0.82,0.67,0.64,1,1,1
981,0.82,0.67,0.64,1,1,1
982,0.82,0.68,0.64,1,1,1
983,0.82,0.68,0.64,1,1,1
984,0.82,0.68,0.64,1,1,1
985,0.82,0.68,0.64,1,1,1
986,0.82,0.68,0.64,1,1,1
987,0.82,0.68,0.64,1,1,1
988,0.82,0.68,0.64,1,1,1
989,0.82,0.68,0.64,1,1,1
990,0.82,0.68,0.64,1,1,1
991,0.82,0.68,0.64,1,1,1
992,0.82,0.67,0.64,1,1,1
993,0.82,0.67,0.64,1,1,1
994,0.82,0.68,0.64,1,1,1
995,0.82,0.67,0.64,1,1,1
996,0.82,0.67,0.64,1,1,1
997,0.82,0.68,0.64,1,1,1
998,0.82,0.67,0.64,1,1,1
999,0.82,0.67,0.64,1,1,1
